0001,酒水饮料,皇家拿铁：享受牛奶的醇厚与奢华
0002,个护美妆,自然、健康、融合白玉兰花的精华
0003,食品生鲜,使用青森县产的苹果制作糖浆，
0004,酒水饮料,歌唱自由，麦尔特的演奏会定制
0005,酒水饮料,仿佛将茶叶的生命力完整凝缩其中，口感浓郁
0006,电子数码,成为您炫耀的方式
0007,个护美妆,在太阳下运动的人说：“绝对不能在一天里晒黑。”
0008,食品生鲜,北海道草莓冰激凌-北海道乳原料低温直送
0009,酒水饮料,脉动由我
0010,个护美妆,夏日，给肌肤送去清爽
0011,食品生鲜,葡萄冰激凌-连皮的口感都很好哦
0012,个护美妆,专门针对干燥肌肤，采用大米精华、美白保湿
0013,酒水饮料,冰凉爽口！三倍纯果汁，零糖零添加剂健康
0014,酒水饮料,一番酿造、灌注初心，精选第一道麦汁，打造原生口感
0015,酒水饮料,选用温州蜜柑，果汁含量99%，无香精、无防腐剂
0016,酒水饮料,天然零糖无添加
0017,酒水饮料,乳果说：双拼水果酸奶-爱“拼”才好喝
0018,食品生鲜,蔓越莓重乳酪芝士蛋糕：美味绝配
0019,酒水饮料,品质生活，从此开始
0020,食品生鲜,秋天野菜，很美味！
0021,电子数码,音色哲学，品质高级
0022,个护美妆,Dior面霜-滋养保湿、弹润饱满
0023,食品生鲜,鸡蛋三明治：一口满足你的味蕾
0024,酒水饮料,抹茶的清新加一份牛奶的丝滑，与冰块与搅打稀奶油搅拌出特有的清爽
0025,食品生鲜,冰激凌的甜美融入巧克力的松脆
0026,酒水饮料,无添加，还原水果天然的美味
0027,酒水饮料,黑糖风味，Q弹浸润奶茶果冻
0028,食品生鲜,品味水果的纯净甘甜
0029,酒水饮料,无糖无嘌呤清爽鸡尾酒
0030,酒水饮料,清爽可口，高级的味道
0031,食品生鲜,健康自然，轻糖无压力
0032,酒水饮料,理想中的奢华果汁饮料
0033,服饰鞋包,连衣裙，舒适怡人，符合女性的需求
0034,个护美妆,Dior-您的首席护理师
0035,服饰鞋包,时尚有型，炸街的不二选择
0036,电子数码,从未有过的听感体验
0037,电子数码,一天只需充一次电
0038,电子数码,沉厚音色，沉浸体验
0039,百货,极简主义
0040,电子数码,在生活中发现美
0041,个护美妆,光之源
0042,酒水饮料,多样选择
0043,个护美妆,还你肌肤光泽感
0044,个护美妆,微光，羽毛般丝滑
0045,个护美妆,牛奶般丝滑，光感肌肤
0046,个护美妆,玫瑰精华
0047,个护美妆,敏感肌专用
0048,酒水饮料,酸甜青柠口味
0049,酒水饮料,夏日冰爽苏打
0050,服饰鞋包,不止有跑鞋，春季特卖
0051,个护美妆,深层补水，促进胶原蛋白新生
0052,电子数码,全新升级，幻影紫魅动你心
0053,百货,我想请你帮我做一件事
0054,电子数码,华为、徕卡联合设计，重构想象
0055,电子数码,华为、徕卡联合设计，重构想象，光影雕琢，聚美于环，多款配色任你选择
0056,电子数码,华为、徕卡联合设计，重构想象
0057,电子数码,华为、徕卡联合设计，重构想象
0058,电子数码,你比夜色更美
0059,电子数码,揭秘游戏霸权
0060,电子数码,生而强悍
0061,个护美妆,艺术融合，植物芬芳
0062,百货,一口好烟，如此简单
0063,百货,一口好烟，如此简单
0064,百货,徕米能顺喉，草本薄荷雾化开创者
0065,百货,一口好烟，如此简单
0066,服饰鞋包,英伦风范，新款上市
0067,个护美妆,高贵的善良精华乳霜
0068,个护美妆,添加发酵大米，体现透明感光泽肌肤
0069,个护美妆,深海提取物，还您晶莹润滑的肌肤
0070,活动,黑暗骑士，电影首映特价
0071,电子数码,真硬核，玩尽兴，赛博朋克、奇幻森林，极地阳光
0072,电子数码,3D触摸屏幕，触感丝滑
0073,个护美妆,探索肌肤长寿的秘密
0074,电子数码,智能拍摄，年轻选择
0075,个护美妆,针对亚洲女性肌肤，夜间全面修护
0076,服饰鞋包,新品男鞋上线，低至三折
0077,电子数码,超变焦，超高速
0078,个护美妆,抗老解决方案，专业男士护肤
0079,个护美妆,抗老修复，年轻的选择
0080,个护美妆,美白精华，亮白科技
0081,食品生鲜,厨房美食家，冷鲜肉三件85折
0082,食品生鲜,智利三文鱼排，超级单品日
0083,食品生鲜,寻鲜修行记，水果促销
0084,食品生鲜,鲜果狂欢季，领券满减
0085,酒水饮料,感受咖啡香浓意境
0086,食品生鲜,智利牛油果，入口醇香，回味清香不腻
0087,食品生鲜,解忧杂货铺，周末解忧，零食小酒
0088,食品生鲜,时令鲜果，水果自由
0089,食品生鲜,海鲜水产，新鲜到家，湖吃海喝争霸赛
0090,食品生鲜,安全肉品放心选购，食荤者，无肉不欢
0091,食品生鲜,寻味福建古田鲜银耳特卖
0092,食品生鲜,两人即可成团
0093,食品生鲜,精选安心肉铺，全程冷链极速配送
0094,酒水饮料,樱花可口可乐首发上线，与你邂逅樱花雨的浪漫
0095,个护美妆,狂欢好礼送不停
0096,服饰鞋包,春季上新，演绎春天的潮流时尚
0097,食品生鲜,饕餮海鲜吃过瘾雪花鲳鱼买一送一
0098,电子数码,阳春三月电脑特惠场
0099,家用电器,给予米饭新生，御膳新时光，用美诠释经典
0100,家用电器,恰饭时代，煲出美好时光
0101,家用电器,不仅好豆浆，豆浆倍浓花色多，浆粥糊汤样样行
0102,个护美妆,茉莉雪肌，难以抗拒
0103,个护美妆,全新小黑瓶家族，肌底呵护，拥有年轻肌肤
0104,个护美妆,微修护系列，兰蔻邀您进入全新修护时代
0105,个护美妆,新立体塑颜系列，独特科技，关键技术，收紧肌肤
0106,个护美妆,水份缘系列，王牌补水，舒缓镇静，持久保湿
0107,个护美妆,根源能量系列，汲取大自然绿色能源，为肌肤注入能量，年轻有活力
0108,个护美妆,尽情美丽，尽享兰蔻开年盛典
0109,电子数码,为逼格而生，运动手环，时尚和体验结合
0110,电子数码,完美音效，折叠蓝牙无限耳麦
0111,个护美妆,你想变得美吗？水能量，肌肤弹润
0112,个护美妆,北极冰泉保湿面霜，体验非凡水润保湿力
0113,活动,小家电建模渲染全解析
0114,电子数码,50倍超稳远摄
0115,电子数码,50倍超稳远摄，流光幻镜开售
0116,电子数码,超薄柔性屏幕，多焦段四摄，轻薄手感
0117,家用电器,无油低脂炸，轻食任性吃
0118,家用电器,多功能便携养生壶，限时低价
0119,家用电器,格力低糖饭，吃出好体态
0120,百货,北鼎珐琅铸铁锅，厨房小白也能轻松上手
0121,百货,便携迷你保温杯，可提可背，轻巧随性
0122,个护美妆,淡雅清闲，肌肤细嫩透白
0123,家用电器,格调水壶，让我住进你的家
0124,家用电器,俊逸洁面
0125,家用电器,破壁无渣免滤
0126,家用电器,智能预约，豆粉两用
0127,家用电器,快速暖奶，持久恒温
0128,家用电器,无油邂逅小食光
0129,家用电器,涮烤一体锅，无烟速烤
0130,个护美妆,心动夏日，发丝无油走花路
0131,电子数码,新品上市，第四代光电屏幕指纹
0132,电子数码,全速旗舰，一触即发
0133,活动,物联世界，共创未来
0134,家用电器,二月福利，甜蜜好礼
0135,家用电器,原汁机的革命，小巧约如可乐瓶
0136,家用电器,极简轻奢，精致从齿开始
0137,家用电器,多功能低糖电饭煲，轻食悦身，口感不减
0138,家用电器,智能即热，饮水吧，生活美，简约美
0139,电子数码,超强电力，超久续航
0140,电子数码,3A快速USB C充电接口，支持快速充电
0141,家用电器,三合一料理焕颜盅，滋润胶养，百变食光
0142,电子数码,升级新快充数据线，耐用快充不伤机
0143,食品生鲜,奶油香甜混合焦糖脆片，口感丰富
0144,家用电器,蒸饭新科技，米饭香而不甜，低糖低热量
0145,家用电器,迷你小烤箱，复古网红款
0146,家用电器,煮饭煮粥，复古萌煲
0147,家用电器,比小更小，便携极简高颜值
0148,家用电器,大容量，满足全家不同需求
0149,家用电器,轻音纤薄，破壁新科技
0150,家用电器,AI变频空调，AI语音人感版，全屋暖场，智慧运行
0151,家用电器,颜值小清新，征服少女心
0152,家用电器,多功能电煮锅，随时享受轻厨乐趣
0153,家用电器,专为小空间设计，小身材低噪音低能耗小夜灯
0154,家用电器,会喝比会化妆更重要
0155,个护美妆,完美男友，独你无二
0156,家用电器,新年狂欢购，净彩不停歇
0157,个护美妆,注氧星品告白，与年轻肌肤SAY HI
0158,个护美妆,双11来啦，高能预售抢先购
0159,食品生鲜,纯米粉制作，香浓可口又健康
0160,百货,酷炫小恐龙，儿童大头杯
0161,家用电器,德国奶瓶消毒器，为宝宝健康而生
0162,家用电器,紫外线奶瓶消毒柜
0163,家用电器,摩登迷你，即热开水机
0164,百货,小黄鸭联名款，儿童胶囊杯
0165,百货,小旋风大容量，儿童旋风杯
0166,个护美妆,瞬吸无感，免穿内裤
0167,家用电器,智能垃圾桶，钢板烤漆，真材实料
0168,家用电器,智能即热，饮水吧，生活美，简约美
0169,家用电器,积尘一洗如新，时刻闪耀吸睛
0170,个护美妆,银离子婴幼儿湿纸巾
0171,食品生鲜,把健康带回家，年货节来啦
0172,个护美妆,舒适于芯，自在于身
0173,个护美妆,女王睛彩，由我眼绎
0174,个护美妆,改善7大岁月问题，25岁起赢得漂亮
0175,服饰鞋包,穿搭秘籍，新品上线，焕新夏日
0176,家装家居,限时折扣 618狂欢日
0177,个护美妆,镜面水彩春游，玩转法式浪漫
0178,个护美妆,耀白美肌，始于防晒
0179,百货,薄荷清凉，纵享丝滑
0180,个护美妆,添加精油香气，尽享发丝芬芳
0181,酒水饮料,充满你的能量
0182,电子数码,给你更简单的未来
0183,电子数码,发现更多美
0184,服饰鞋包,给你最好的运动体验
0185,个护美妆,花之精粹
0186,个护美妆,水润修护，给你润滑手感
0187,个护美妆,像淡水墨画一样干净正直
0188,个护美妆,深层滋养，专业修护
0189,个护美妆,清爽滋养，柠檬香气
0190,个护美妆,樱花滋养，青春靓丽
0191,酒水饮料,清透鲜辣，给你美好的一天
0192,个护美妆,细胞重生，还您青春活力
0193,酒水饮料,夏日清凉限定，柠檬清香
0194,食品生鲜,厚切红薯，刚刚好
0195,酒水饮料,连续两年，销量最高，清爽醇香
0196,服饰鞋包,纵横连衣裙，舒适居家
0197,食品生鲜,奶油布丁，限定尊享美味
0198,酒水饮料,浓厚口感，皇家风味
0199,个护美妆,唇部美容液，深层滋养
0200,活动,首获额度，量大福利等你pick
0201,家用电器,九阳电压力锅，一锅双胆，大容量
0202,活动,国学入门课，童蒙养正必读经典
0203,活动,学编程，让孩子更聪明
0204,个护美妆,年度爆款，超值抢购，超肌能紧致活肤霜
0205,个护美妆,欧缇丽葡萄水保湿舒缓爽肤水
0206,家用电器,家电好物抢购日
0207,家用电器,在家也能做造型，恒温护发，快速干发
0208,电子数码,高清全面屏，轻薄便携
0209,电子数码,走过的路看得见
0210,电子数码,全自动指纹锁，安全防盗智能识别
0211,个护美妆,立体轮廓，自然不显脏，百变柔雾塑颜高光
0212,个护美妆,紧致水霜，整套提拉紧致肌肤
0213,个护美妆,轻嗅木兰，曼妙相伴
0214,食品生鲜,速食健康有营养
0215,食品生鲜,低卡零糖，美味放心吃
0216,服饰鞋包,超软气垫，随心弹跳
0217,服饰鞋包,更多款式，尽在双十一
0218,酒水饮料,茶叶清香，一口感受大自然的清香
0219,食品生鲜,给你的萌宠美味健康
0220,食品生鲜,纯果汁，清爽一夏
0221,服饰鞋包,给家萌娃，时尚焕新
0222,个护美妆,植物精粹，给你自然清爽
0223,个护美妆,新一代粉底液，给您肌肤新质地
0224,个护美妆,预见七夕，为爱而妆
0225,酒水饮料,牛奶与水果的碰撞，带来新鲜健康
0226,百货,礼物胜过千万言语
0227,服饰鞋包,跑步会场，尖货云集，肆意去跑
0228,服饰鞋包,聚划算，夏季新款
0229,食品生鲜,蛋糕时间到，一口松软甜蜜
0230,酒水饮料,特选精品，深度烘培，每日清晨来一杯
0231,食品生鲜,低卡低热量，美味放心吃
0232,酒水饮料,健康蔬果，清爽一夏
0233,酒水饮料,超级绿色，健康营养又美味
0234,酒水饮料,梦幻芒果汁，开启甜蜜新生活
0235,酒水饮料,coconut椰子永远的神
0236,家装家居,舒适时尚家居，焕动你家
0237,食品生鲜,双倍巧克力咖啡，口感层次丰富
0238,服饰鞋包,三层弹力支撑，运动有活力
0239,酒水饮料,青苹果口味，还你夏日气氛
0240,酒水饮料,野生草莓，甜蜜夏日
0241,食品生鲜,健康营养，坚果与麦片的奇妙碰撞
0242,酒水饮料,草莓蓝莓，随心组合
0243,酒水饮料,水果风味，谁说西瓜只能是夏天的水果
0244,服饰鞋包,秋季新品全场折扣，甜美少女
0245,家装家居,质感生活，居家好物
0246,食品生鲜,心随心动，情动告白
0247,服饰鞋包,超级大牌狂欢，春夏新品
0248,服饰鞋包,经典女士裙子，夏末五折起
0249,服饰鞋包,纯灰的艺术，夏季新品上市
0250,服饰鞋包,温和优雅，新品体验
0251,个护美妆,芬芳自由，看得到的滋养，优雅真我
0252,服饰鞋包,玩味秋季，暖白毛衣
0253,服饰鞋包,世界是你的，美饰看World
0254,服饰鞋包,萌娃开学季，全场三折起
0255,家装家居,全民家装，质保三年
0256,百货,天天有好礼，每天十点秒杀开启
0257,活动,月满中秋，有礼团圆
0258,服饰鞋包,夏日新品，会员全场五折起
0259,家装家居,高质量人类家居
0260,百货,感恩父亲节，全场四折起
0261,食品生鲜,新鲜美味，高质量烘焙
0262,活动,双11，全球狂欢节，五折封顶
0263,活动,浪漫七夕，我们相爱吧
0264,活动,圣诞狂欢节，全场五折起
0265,活动,圣诞快乐，全场五折起
0266,活动,让世界名校，为你转身
0267,活动,双12来啦，全场两天，买一赠一
0268,活动,年终盛典，全场商品五折促销
0269,活动,双11来啦，好货提前抢，狂欢节囤货
0270,活动,圣诞节快乐，开业盛典，感恩钜惠
0271,活动,享受春日浪漫
0272,活动,年货节，会员卡享受积分优惠
0273,活动,双12来啦，全民总动员，全场五折
0274,活动,夏季狂欢购，限时折扣聚会不断
0275,活动,花好月圆，情满中秋
0276,活动,国庆出游季
0277,活动,七夕遇见你，浪漫七夕，全场五折起
0278,活动,立秋，中国传统24节气
0279,活动,中秋有豪礼，全场五折起
0280,服饰鞋包,夏季新品直降，领券满减
0281,酒水饮料,爆爽爆好喝，新品五折
0282,活动,国际猫咪日，爱护猫咪，从你我做起
0283,家装家居,北欧格调，全场下单有折扣
0284,活动,肆意青春，羽你同行
0285,活动,汽水降低的温度，是夏日的奇遇
0286,食品生鲜,探店人气麻辣烫
0287,活动,火热夏季大促销
0288,个护美妆,集美们快快下单，爆款买二送一
0289,活动,99划算节，欢聚盛典，一降到底
0290,服饰鞋包,品质好包，大厂正品，质量保证
0291,活动,尖货闪亮登场，限量抢购
0292,活动,精致过年，跨店满减，年货合家欢
0293,服饰鞋包,刷新你的时髦度，
0294,活动,登峰“造”极，全场包邮
0295,活动,99大促，满减不封顶
0296,活动,99超值预售，看直播抢大额券
0297,活动,春风十里不如你，新品全场包邮
0298,活动,做你的圣诞老人，今夜下单的包裹免运费送
0299,活动,多些陪伴，不止今天
0300,活动,给你万千宠爱，献礼女神节
0301,活动,最美好的事便是与你相遇
0302,家用电器,清风徐来，风力十足，安静省电
0303,个护美妆,双十一，国潮复兴
0304,个护美妆,美丽蜕变正当时，国货美学
0305,个护美妆,凝萃古今，鲜活亮肤
0306,活动,嗨造到底，跨店满减
0307,服饰鞋包,新品热卖，全场八折起
0308,服饰鞋包,文艺主义，全场领券满减
0309,服饰鞋包,品牌狂欢季，会员专享88折
0310,百货,童年好伴侣，限时特惠价
0311,服饰鞋包,春日梦想，全场八折起
0312,活动,中国制造，年轻就要有态度
0313,个护美妆,母婴专场，99元任选3件
0314,活动,狂暑季，品牌日，全场第二件半价
0315,服饰鞋包,五一萌娃出游，新品全场包邮
0316,活动,返校购置计划大促销 文具七五折
0317,活动,返场有戏，全场8折，再不买就涨价啦
0318,食品生鲜,宅家必屯，多种口味
0319,食品生鲜,即将发售，双12，下单买一送一
0320,食品生鲜,浪漫礼盒，新年特惠，全场八折
0321,活动,年终回馈，感恩返场，全场买三免一
0322,活动,1年1度1次1狂欢 买一送一！疯抢爆款
0323,食品生鲜,年货6折 大额红包抢不停
0324,活动,中秋团圆季，爆款买一送一
0325,活动,喜悦中秋，团圆佳节
0326,活动,国庆迎中秋，全场大酬宾，低至99元起
0327,活动,情溢中秋，感恩大促销满300减50
0328,食品生鲜,年货带回家，专区特惠
0329,活动,新年新气象，活力开启，99任选3件
0330,活动,美味提前定，全场满99减30
0331,食品生鲜,鲜意十足，新品上市，第二件0元
0332,食品生鲜,不负时光，暖心特惠，全场促销
0333,食品生鲜,深夜食堂，限量抢购
0334,食品生鲜,全球海鲜周，新鲜美味安心
0335,食品生鲜,美味小香菇，买二送一
0336,服饰鞋包,焕新一夏，夏日新品限时折扣
0337,活动,在线课程，随时随地，学无止境
0338,个护美妆,美白护肤水
0339,服饰鞋包,焕新一夏，新品上心
0340,个护美妆,加速吸收，完美护肤
0341,服饰鞋包,秋季新品发布会，新品八折
0342,活动,金融理财，股票信息全掌握
0343,服饰鞋包,我的秘密花园，夏款上新
0344,服饰鞋包,肌肤的秘密，舒适透气
0345,食品生鲜,麻汁拌面特惠，好吃不贵，赶快下单
0346,电子数码,开学换新机，优惠趁现在
0347,活动,双11 全球狂欢节
0348,活动,疯狂万圣节，全场五折
0349,活动,火拼双11，全场包邮
0350,活动,浓情中秋，全场包邮
0351,活动,每天都是情人节，全场五折
0352,活动,夏季清仓，满77减52，一起约惠
0353,活动,领跑新学期，教育培训班火热招生中
0354,活动,欢乐元宵节，团团圆圆过元宵，幸福一整年
0355,活动,新春大促
0356,活动,聚惠来袭，全场折扣
0357,活动,年终盛典双12特价
0358,活动,12.12 狂欢到底
0359,活动,全民狂欢购，双十二年终盛典
0360,活动,双十二年终盛典，一年仅一次
0361,活动,全民狂欢购，双十二年终盛典
0362,活动,聚惠来袭，全场折扣
0363,活动,岁末放价，年终团购，错过等一年
0364,活动,甜蜜七夕，尽享好礼
0365,活动,圣诞快乐，圣诞感恩钜惠
0366,服饰鞋包,618新品上限
0367,家装家居,精美懒人椅，慵懒时光，日系风
0368,服饰鞋包,清爽穿搭，夏日较量，拒绝乏味
0369,食品生鲜,胖墨鱼芝士包，咸面包赛高！
0370,食品生鲜,枫糖土司，半价开售
0371,活动,夏款新品全场包邮
0372,家用电器,智能芯片，持久续航，专业级精准
0373,活动,轻松掌握数据分析，15天入门集训课
0374,活动,新物种集结，神物出没，一起造作！
0375,服饰鞋包,夏季上新，2件8折
0376,服饰鞋包,春光乍泄，新品买3免1
0377,服饰鞋包,时尚有型，新品全场包邮
0378,服饰鞋包,买一赠一，时尚穿搭仅限今日
0379,服饰鞋包,商务男装、换季上新
0380,活动,爆款清单，大促销
0381,活动,618，年中大促，限时秒杀
0382,活动,618，年中大促，限时狂欢
0383,活动,你尽管逛，买贵算我输
0384,食品生鲜,冬季进补，仅限今日
0385,服饰鞋包,寻梦记，和你一起变好看，会员专享折扣
0386,服饰鞋包,夏日尚新，简约时尚，雅致情怀
0387,服饰鞋包,春上新，2件8折
0388,百货,夏日必备百货清单，防暑降温，当季热销
0389,服饰鞋包,夏日运动，时尚来袭，全场运动套装满200减30
0390,服饰鞋包,七夕 大胆表白，下单2件8折
0391,个护美妆,新店开业，入会有礼
0392,食品生鲜,大牌月饼礼盒，下单即送好礼
0393,酒水饮料,青柠冰爽气泡水，爆爽爆好喝
0394,活动,力争上牛
0395,活动,地产实时速报已送达
0396,活动,5G的应用场景
0397,活动,浓情端午，感恩回馈
0398,服饰鞋包,时尚优雅，等你来试
0399,活动,解密创新之道，标杆企业这么做
0400,活动,88会员福利日，会员积分可兑换大额优惠券
0401,服饰鞋包,Just Do It
0402,个护美妆,日暮时分，致神秘性感的你，旷野男士香氛
0403,食品生鲜,醇厚汤汁，滑嫩鲜美，劲道
0404,酒水饮料,总有一天会有某个人、某件事物让我停下来，就像星巴克咖啡一样
0405,电子数码,摄影不只是按快门，而是记录真实的世界，像素对焦
0406,家用电器,独奏Solista智能炒菜机，让做饭变得很简单
0407,家装家居,为你带来最好的居家体验
0408,百货,取自植物精华，亲肤护手补水
0409,活动,Halloween Party，万圣节派对
0410,服饰鞋包,30%折扣，今日特卖
0411,个护美妆,橙子爽肤水，青草的味道，少女的第一瓶水
0412,食品生鲜,超好吃，马卡龙甜品，用心制作每一份甜蜜
0413,酒水饮料,柠檬口味，酸爽可口，超好吃果汁
0414,个护美妆,轻盈薄润，持久滋润
0415,家用电器,可爱猫咪，清凉一夏
0416,食品生鲜,香甜酥脆，午饭一杯就够了
0417,酒水饮料,超好吃综合果蔬饮品，玉米菠萝柠檬，健康全营养
0418,活动,春接福，福来到
0419,服饰鞋包,自在有余，不止一面
0420,个护美妆,修护焕新，能量之水
0421,食品生鲜,GODIVA，开启初恋邂逅；GODIVA，开启浪漫悸动；GODIVA，开启热恋滋味
0422,酒水饮料,超清爽油柑椰，双重清爽，出涩回甘
0423,电子数码,音色纯净，专业，出色表现，作为M系列系列中最受好评的款式为最关键的音频专业人士提供了无与伦比的体验。
0424,家用电器,旋风剃净，无须隐藏
0425,家装家居,家装折扣季，全场四折起
0426,百货,蓝月亮深层洁净洗衣液，护衣护色，低泡易漂
0427,活动,夏日音乐季
0428,服饰鞋包,清仓献礼·春，热卖爆款，四折起
0429,个护美妆,夏日洗护2折起，立即开抢，女乃清爽柔顺洗发露
0430,食品生鲜,初心酸奶，绵软柔滑
